# TartanAir V2 archives of the left front camera, from castacks/tartanairpy tartanair/download_files.txt at 158a6844d782942110967325ca3082f50ab2bfc7
# sizes as the index states them (decimal GB there, converted to bytes). Columns: environment, difficulty, modality, bytes
EndofTheWorld	hard	seg	21179850
FactoryWeather	easy	depth	5983732558
FactoryWeather	easy	flow	10855549640
FactoryWeather	easy	image	14044590280
FactoryWeather	easy	seg	350889991
FactoryWeather	hard	depth	3599254440
FactoryWeather	hard	flow	8441344161
FactoryWeather	hard	image	7954081111
FactoryWeather	hard	seg	215389021
Fantasy	easy	depth	2322702278
Fantasy	easy	flow	2880861150
Fantasy	easy	image	6933422660
Fantasy	easy	seg	145103677
Fantasy	hard	depth	1402527434
Fantasy	hard	flow	2463297684
Fantasy	hard	image	4456407408
Fantasy	hard	seg	83663630
ForestEnv	easy	depth	11301154650
ForestEnv	easy	flow	14241800900
ForestEnv	easy	image	21655317363
ForestEnv	easy	seg	700877845
ForestEnv	hard	depth	6143551285
ForestEnv	hard	flow	9441980836
ForestEnv	hard	image	11802785855
ForestEnv	hard	seg	386964791
Gascola	easy	depth	7920468928
Gascola	easy	flow	11019075991
Gascola	easy	image	9368242523
Gascola	easy	seg	542948090
Gascola	hard	depth	4783436089
Gascola	hard	flow	8154531216
Gascola	hard	image	5635688253
Gascola	hard	seg	335082547
GothicIsland	easy	depth	6359930526
GothicIsland	easy	flow	9446383705
GothicIsland	easy	image	11871365805
GothicIsland	easy	seg	247102510
GothicIsland	hard	depth	3812244627
GothicIsland	hard	flow	7827390073
GothicIsland	hard	image	7063783660
GothicIsland	hard	seg	138184066
GreatMarsh	easy	depth	21045555462
GreatMarsh	easy	flow	27634843062
GreatMarsh	easy	image	35240547705
GreatMarsh	easy	seg	830459503
GreatMarsh	hard	depth	11398908276
GreatMarsh	hard	flow	18876645110
GreatMarsh	hard	image	18795644946
GreatMarsh	hard	seg	461513796
HQWesternSaloon	easy	depth	1173033904
HQWesternSaloon	easy	flow	2149277596
HQWesternSaloon	easy	image	2882523499
HQWesternSaloon	easy	seg	49792478
HQWesternSaloon	hard	depth	715711001
HQWesternSaloon	hard	flow	1692768200
HQWesternSaloon	hard	image	1632646585
HQWesternSaloon	hard	seg	28702701
HongKong	easy	depth	743165484
HongKong	easy	flow	1506663359
HongKong	easy	image	1570438431
HongKong	easy	seg	51444745
HongKong	hard	depth	363011161
HongKong	hard	flow	990775214
HongKong	hard	image	785820872
HongKong	hard	seg	23956460
Hospital	easy	depth	3185973026
Hospital	easy	flow	6892283245
Hospital	easy	image	11132351381
Hospital	easy	seg	161034619
Hospital	hard	depth	2115827613
Hospital	hard	flow	5979888825
Hospital	hard	image	7038250159
Hospital	hard	seg	104126506
House	easy	depth	630616973
House	easy	flow	1523436398
House	easy	image	1792580104
House	easy	seg	34134591
House	hard	depth	416539688
House	hard	flow	1292615056
House	hard	image	1200639267
House	hard	seg	22273360
IndustrialHangar	easy	depth	3424525874
IndustrialHangar	easy	flow	5345060443
IndustrialHangar	easy	image	6903235344
IndustrialHangar	easy	seg	221547213
IndustrialHangar	hard	depth	1861048432
IndustrialHangar	hard	flow	3889271424
IndustrialHangar	hard	image	3820856707
IndustrialHangar	hard	seg	111605267
JapaneseAlley	easy	depth	1164277092
JapaneseAlley	easy	flow	1926724031
JapaneseAlley	easy	image	3944944624
JapaneseAlley	easy	seg	107715967
JapaneseAlley	hard	depth	704935779
JapaneseAlley	hard	flow	1560891915
JapaneseAlley	hard	image	2295051475
JapaneseAlley	hard	seg	64514667
JapaneseCity	easy	depth	3986128028
JapaneseCity	easy	flow	5883684078
JapaneseCity	easy	image	10412839524
JapaneseCity	easy	seg	423053214
JapaneseCity	hard	depth	2328947724
JapaneseCity	hard	flow	4596135482
JapaneseCity	hard	image	6032558350
JapaneseCity	hard	seg	234497773
MiddleEast	easy	depth	2682748556
MiddleEast	easy	flow	4578391585
MiddleEast	easy	image	6236090316
MiddleEast	easy	seg	188843942
MiddleEast	hard	depth	1657937227
MiddleEast	hard	flow	3706963758
MiddleEast	hard	image	3849332943
MiddleEast	hard	seg	115782031
ModUrbanCity	easy	depth	3425315546
ModUrbanCity	easy	flow	6103529972
ModUrbanCity	easy	image	10865869367
ModUrbanCity	easy	seg	210111175
ModUrbanCity	hard	depth	2016464509
ModUrbanCity	hard	flow	4956330200
ModUrbanCity	hard	image	6161441509
ModUrbanCity	hard	seg	119846420
ModernCityDowntown	easy	depth	2993351449
ModernCityDowntown	easy	flow	4406811270
ModernCityDowntown	easy	image	7439912399
ModernCityDowntown	easy	seg	161375092
ModernCityDowntown	hard	depth	1759619643
ModernCityDowntown	hard	flow	3410903483
ModernCityDowntown	hard	image	4290127754
ModernCityDowntown	hard	seg	98493244
ModularNeighborhood	easy	depth	10888756962
ModularNeighborhood	easy	flow	15330512258
ModularNeighborhood	easy	image	20414716223
ModularNeighborhood	easy	seg	868851870
ModularNeighborhood	hard	depth	6323775549
ModularNeighborhood	hard	flow	11184606351
ModularNeighborhood	hard	image	11389501368
ModularNeighborhood	hard	seg	492921685
ModularNeighborhoodIntExt	easy	depth	4761394651
ModularNeighborhoodIntExt	easy	flow	6907609122
ModularNeighborhoodIntExt	easy	image	9454945875
ModularNeighborhoodIntExt	easy	seg	496679612
ModularNeighborhoodIntExt	hard	depth	2928651037
ModularNeighborhoodIntExt	hard	flow	5144620243
ModularNeighborhoodIntExt	hard	image	5686948292
ModularNeighborhoodIntExt	hard	seg	307443927
NordicHarbor	easy	depth	5086027804
NordicHarbor	easy	flow	7361295580
NordicHarbor	easy	image	15119876960
NordicHarbor	easy	seg	266512670
NordicHarbor	hard	depth	3036204579
NordicHarbor	hard	flow	5921594863
NordicHarbor	hard	image	8977495994
NordicHarbor	hard	seg	157407938
Ocean	easy	depth	2769756185
Ocean	easy	flow	3488471501
Ocean	easy	image	5806096534
Ocean	easy	seg	162711618
Ocean	hard	depth	1643088828
Ocean	hard	flow	2711401371
Ocean	hard	image	3309212603
Ocean	hard	seg	88090334
Office	easy	depth	939556411
Office	easy	flow	2049864980
Office	easy	image	2764395089
Office	easy	seg	60888085
Office	hard	depth	663786422
Office	hard	flow	1832828758
Office	hard	image	1711741271
Office	hard	seg	40411044
OldBrickHouseDay	easy	depth	1129929817
OldBrickHouseDay	easy	flow	2185646858
OldBrickHouseDay	easy	image	3560396519
OldBrickHouseDay	easy	seg	49365390
OldBrickHouseDay	hard	depth	701715653
OldBrickHouseDay	hard	flow	1755995748
OldBrickHouseDay	hard	image	2173528259
OldBrickHouseDay	hard	seg	30470967
OldBrickHouseNight	easy	depth	948190412
OldBrickHouseNight	easy	flow	1928334889
OldBrickHouseNight	easy	image	2878515708
OldBrickHouseNight	easy	seg	40275574
OldBrickHouseNight	hard	depth	589631469
OldBrickHouseNight	hard	flow	1555807555
OldBrickHouseNight	hard	image	1772798225
OldBrickHouseNight	hard	seg	23624090
OldIndustrialCity	easy	depth	4658719403
OldIndustrialCity	easy	flow	5787843852
OldIndustrialCity	easy	image	13022124654
OldIndustrialCity	easy	seg	390267780
OldIndustrialCity	hard	depth	2841186157
OldIndustrialCity	hard	flow	5008822131
OldIndustrialCity	hard	image	8005518679
OldIndustrialCity	hard	seg	234382825
OldScandinavia	easy	depth	7092885408
OldScandinavia	easy	flow	8484810814
OldScandinavia	easy	image	8667505747
OldScandinavia	easy	seg	320496590
OldScandinavia	hard	depth	4266592689
OldScandinavia	hard	flow	6438812858
OldScandinavia	hard	image	5249541473
OldScandinavia	hard	seg	177249437
OldTownFall	easy	depth	576756725
OldTownFall	easy	flow	840207394
OldTownFall	easy	image	1267959905
OldTownFall	easy	seg	44021160
OldTownFall	hard	depth	336507285
OldTownFall	hard	flow	703173470
OldTownFall	hard	image	808306065
OldTownFall	hard	seg	24622368
OldTownNight	easy	depth	790866710
OldTownNight	easy	flow	1100468653
OldTownNight	easy	image	1064163307
OldTownNight	easy	seg	54086522
OldTownNight	hard	depth	453799722
OldTownNight	hard	flow	859377162
OldTownNight	hard	image	644888805
OldTownNight	hard	seg	29318965
OldTownSummer	easy	depth	750437464
OldTownSummer	easy	flow	1134687108
OldTownSummer	easy	image	1526408331
OldTownSummer	easy	seg	54442957
OldTownSummer	hard	depth	482421091
OldTownSummer	hard	flow	951002502
OldTownSummer	hard	image	906066573
OldTownSummer	hard	seg	35573505
OldTownWinter	easy	depth	795587592
OldTownWinter	easy	flow	1188146369
OldTownWinter	easy	image	2023166191
OldTownWinter	easy	seg	70547930
OldTownWinter	hard	depth	561724623
OldTownWinter	hard	flow	1087557564
OldTownWinter	hard	image	1244958446
OldTownWinter	hard	seg	48287803
PolarSciFi	easy	depth	1397285866
PolarSciFi	easy	flow	2136433808
PolarSciFi	easy	image	2999908520
PolarSciFi	easy	seg	63590289
PolarSciFi	hard	depth	857583160
PolarSciFi	hard	flow	1790753748
PolarSciFi	hard	image	1912310670
PolarSciFi	hard	seg	34071871
Prison	easy	depth	3627266585
Prison	easy	flow	6305673231
Prison	easy	image	10011435790
Prison	easy	seg	357585146
Prison	hard	depth	2310590751
Prison	hard	flow	5111644877
Prison	hard	image	6325784499
Prison	hard	seg	234008166
Restaurant	easy	depth	1283288386
Restaurant	easy	flow	2113566331
Restaurant	easy	image	3826028421
Restaurant	easy	seg	111513806
Restaurant	hard	depth	822227799
Restaurant	hard	flow	1772129369
Restaurant	hard	image	2368052020
Restaurant	hard	seg	70865519
RetroOffice	easy	depth	179933201
RetroOffice	easy	flow	334795744
RetroOffice	easy	image	625680128
RetroOffice	easy	seg	13834910
RetroOffice	hard	depth	111887703
RetroOffice	hard	flow	264643653
RetroOffice	hard	image	388510938
RetroOffice	hard	seg	8419635
Rome	easy	depth	1726760972
Rome	easy	flow	3123422728
Rome	easy	image	5069121575
Rome	easy	seg	118006914
Rome	hard	depth	1106276982
Rome	hard	flow	2559315977
Rome	hard	image	3170418433
Rome	hard	seg	76318143
Ruins	easy	depth	7564336029
Ruins	easy	flow	9860189614
Ruins	easy	image	15417035332
Ruins	easy	seg	323476525
Ruins	hard	depth	4190195771
Ruins	hard	flow	7224904644
Ruins	hard	image	8855650896
Ruins	hard	seg	185654968
SeasideTown	easy	depth	1388959160
SeasideTown	easy	flow	1959594122
SeasideTown	easy	image	3929710508
SeasideTown	easy	seg	121736800
SeasideTown	hard	depth	811231346
SeasideTown	hard	flow	1536171511
SeasideTown	hard	image	2114261557
SeasideTown	hard	seg	64623465
SeasonalForestAutumn	easy	depth	4605883026
SeasonalForestAutumn	easy	flow	6602737743
SeasonalForestAutumn	easy	image	8895725830
SeasonalForestAutumn	easy	seg	336220048
SeasonalForestAutumn	hard	depth	2541932907
SeasonalForestAutumn	hard	flow	4398819243
SeasonalForestAutumn	hard	image	5074132724
SeasonalForestAutumn	hard	seg	186307546
SeasonalForestSpring	easy	depth	5063261565
SeasonalForestSpring	easy	flow	7218632359
SeasonalForestSpring	easy	image	9527135008
SeasonalForestSpring	easy	seg	415998274
SeasonalForestSpring	hard	depth	3006183798
SeasonalForestSpring	hard	flow	5009531669
SeasonalForestSpring	hard	image	5431367807
SeasonalForestSpring	hard	seg	246002354
SeasonalForestSummerNight	easy	depth	3291463796
SeasonalForestSummerNight	easy	flow	4713905991
SeasonalForestSummerNight	easy	image	3878101458
SeasonalForestSummerNight	easy	seg	207591800
SeasonalForestSummerNight	hard	depth	1849553476
SeasonalForestSummerNight	hard	flow	3267090997
SeasonalForestSummerNight	hard	image	2216069509
SeasonalForestSummerNight	hard	seg	118696413
SeasonalForestWinter	easy	depth	3533011918
SeasonalForestWinter	easy	flow	5185025348
SeasonalForestWinter	easy	image	6949148065
SeasonalForestWinter	easy	seg	326948520
SeasonalForestWinter	hard	depth	2105984082
SeasonalForestWinter	hard	flow	3726320221
SeasonalForestWinter	hard	image	4384893848
SeasonalForestWinter	hard	seg	189529326
SeasonalForestWinterNight	easy	depth	3986445728
SeasonalForestWinterNight	easy	flow	5850424637
SeasonalForestWinterNight	easy	image	3807112032
SeasonalForestWinterNight	easy	seg	353088078
SeasonalForestWinterNight	hard	depth	2345996548
SeasonalForestWinterNight	hard	flow	4068391975
SeasonalForestWinterNight	hard	image	2599162899
SeasonalForestWinterNight	hard	seg	207709200
Sewerage	easy	depth	3440852143
Sewerage	easy	flow	6898245682
Sewerage	easy	image	9920617646
Sewerage	easy	seg	164508143
Sewerage	hard	depth	2004638018
Sewerage	hard	flow	5661925596
Sewerage	hard	image	5736991471
Sewerage	hard	seg	91663144
ShoreCaves	easy	depth	2378447096
ShoreCaves	easy	flow	3171468819
ShoreCaves	easy	image	7649474124
ShoreCaves	easy	seg	43362604
ShoreCaves	hard	depth	1407984388
ShoreCaves	hard	flow	2836332979
ShoreCaves	hard	image	4138100371
ShoreCaves	hard	seg	27412195
Slaughter	easy	depth	2865148876
Slaughter	easy	flow	5687841465
Slaughter	easy	image	5750709188
Slaughter	easy	seg	184993725
Slaughter	hard	depth	1815239582
Slaughter	hard	flow	4647226665
Slaughter	hard	image	3479750971
Slaughter	hard	seg	112326398
SoulCity	easy	depth	2431303721
SoulCity	easy	flow	3655380711
SoulCity	easy	image	5821721729
SoulCity	easy	seg	180694963
SoulCity	hard	depth	1470224451
SoulCity	hard	flow	3096157397
SoulCity	hard	image	3318384509
SoulCity	hard	seg	102961061
Supermarket	easy	depth	1277816321
Supermarket	easy	flow	2258091831
Supermarket	easy	image	4167066856
Supermarket	easy	seg	119556666
Supermarket	hard	depth	835723756
Supermarket	hard	flow	1909598947
Supermarket	hard	image	2642383047
Supermarket	hard	seg	73146550
TerrainBlending	easy	depth	1700825486
TerrainBlending	easy	flow	1846339438
TerrainBlending	easy	image	3360547539
TerrainBlending	easy	seg	29799208
TerrainBlending	hard	depth	937383345
TerrainBlending	hard	flow	1505582364
TerrainBlending	hard	image	1785027699
TerrainBlending	hard	seg	15480537
UrbanConstruction	easy	depth	1423277601
UrbanConstruction	easy	flow	2180961222
UrbanConstruction	easy	image	4946396079
UrbanConstruction	easy	seg	63805588
UrbanConstruction	hard	depth	854082767
UrbanConstruction	hard	flow	1799603239
UrbanConstruction	hard	image	2900529973
UrbanConstruction	hard	seg	36850391
VictorianStreet	easy	depth	1283082331
VictorianStreet	easy	flow	1744954063
VictorianStreet	easy	image	3383335323
VictorianStreet	easy	seg	41409845
VictorianStreet	hard	depth	781172989
VictorianStreet	hard	flow	1471018943
VictorianStreet	hard	image	2032051050
VictorianStreet	hard	seg	24166965
WaterMillDay	easy	depth	2523661567
WaterMillDay	easy	flow	3342123946
WaterMillDay	easy	image	6090341242
WaterMillDay	easy	seg	206119733
WaterMillDay	hard	depth	1443824947
WaterMillDay	hard	flow	2538321790
WaterMillDay	hard	image	3885897926
WaterMillDay	hard	seg	125198598
WaterMillNight	easy	depth	3093245003
WaterMillNight	easy	flow	4006227613
WaterMillNight	easy	image	3129509756
WaterMillNight	easy	seg	264839039
WaterMillNight	hard	depth	1868774551
WaterMillNight	hard	flow	3053287192
WaterMillNight	hard	image	1829000804
WaterMillNight	hard	seg	162231355
WesternDesertTown	easy	depth	6337070739
WesternDesertTown	easy	flow	9793439953
WesternDesertTown	easy	image	10671001073
WesternDesertTown	easy	seg	154822592
WesternDesertTown	hard	depth	3766234264
WesternDesertTown	hard	flow	7671602065
WesternDesertTown	hard	image	5881987838
WesternDesertTown	hard	seg	88927328
